"#AUTHID","STATUS","sEXT","sNEU","sAGR","sCON","sOPN","cEXT","cNEU","cAGR","cCON","cOPN","DATE","NETWORKSIZE","BETWEENNESS","NBETWEENNESS","DENSITY","BROKERAGE","NBROKERAGE","TRANSITIVITY"
"b4a21c82de4011033c8ac67081ff939c","Well here goes nothing, getting ready for my first day!",4.55,2.20,3.30,3.90,3.65,"y","n","n","y","n",02/08/10 01:11 PM,254,30611.8,96.03,0.02,31359,0.49,0.09
"b4a21c82de4011033c8ac67081ff939c","Same old Spartans...",4.55,2.20,3.30,3.90,3.65,"y","n","n","y","n",02/10/10 05:13 AM,254,30611.8,96.03,0.02,31359,0.49,0.09
"b4a21c82de4011033c8ac67081ff939c","Big Game tonight..perfect big ten record on the line...GO GREEN!",4.55,2.20,3.30,3.90,3.65,"y","n","n","y","n",02/02/10 11:06 PM,254,30611.8,96.03,0.02,31359,0.49,0.09
"b4a21c82de4011033c8ac67081ff939c","Damn it, I am old...sitting here in my snuggie watching a telathon...",4.55,2.20,3.30,3.90,3.65,"y","n","n","y","n",01/23/10 04:13 AM,254,30611.8,96.03,0.02,31359,0.49,0.09
"b4a21c82de4011033c8ac67081ff939c","here we go again...luckly I work at a school that may close for the chance of snow",4.55,2.20,3.30,3.90,3.65,"y","n","n","y","n",02/12/10 01:43 AM,254,30611.8,96.03,0.02,31359,0.49,0.09
"b4a21c82de4011033c8ac67081ff939c","Poor little Wolverines...at this rate the NIT is a goal!!  Look at your sad little glum faces...",4.55,2.20,3.30,3.90,3.65,"y","n","n","y","n",01/27/10 02:21 AM,254,30611.8,96.03,0.02,31359,0.49,0.09
"b4a21c82de4011033c8ac67081ff939c","It's DOPPELGANGER Week. Change your profile picture to someone famous you have been told you resemble (actor, singer, athlete, etc)...I have been told by multiple people that I look like *PROPNAME*.  I guess it could be worse",4.55,2.20,3.30,3.90,3.65,"y","n","n","y","n",01/30/10 12:03 AM,254,30611.8,96.03,0.02,31359,0.49,0.09
"b4a21c82de4011033c8ac67081ff939c","So my dome light will not go out when I am driving, I actually reasched the problem myself and sent *PROPNAME* out to spray the crap out of my door latches with wd40...I cannot believe I was on a forum looking up car stuff...",4.55,2.20,3.30,3.90,3.65,"y","n","n","y","n",01/19/10 12:04 AM,254,30611.8,96.03,0.02,31359,0.49,0.09
"b4a21c82de4011033c8ac67081ff939c","Well, if I dont root for the Colts I am pretty sure that *PROPNAME* will never talk to me again, and  we need him at trivia for Sports questions, so GO COLTS!",4.55,2.20,3.30,3.90,3.65,"y","n","n","y","n",02/07/10 08:28 PM,254,30611.8,96.03,0.02,31359,0.49,0.09
"b4a21c82de4011033c8ac67081ff939c",":(",4.55,2.20,3.30,3.90,3.65,"y","n","n","y","n",02/03/10 04:43 AM,254,30611.8,96.03,0.02,31359,0.49,0.09
"b4a21c82de4011033c8ac67081ff939c","Gas Station doughnut does not equal paczki, I almot cried a litle",4.55,2.20,3.30,3.90,3.65,"y","n","n","y","n",02/17/10 05:05 AM,254,30611.8,96.03,0.02,31359,0.49,0.09
"b4a21c82de4011033c8ac67081ff939c","Happy St Valentines Day!",4.55,2.20,3.30,3.90,3.65,"y","n","n","y","n",02/14/10 03:16 PM,254,30611.8,96.03,0.02,31359,0.49,0.09
"f80644859abfbc92e9a92072c2dc50fa","is baking a cherry pie from scratch :-)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",06/18/09 10:43 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","found Scorpius!",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",06/25/09 04:22 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","is still recovering from shock after seeing my 7th grade science teacher at a certain bar",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",06/14/09 07:25 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","enjoys reading *PROPNAME*'s facebook status updates.",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",06/29/09 12:05 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","just learned from Wikipedia what Gropecunt Lane is, and is somewhat abashed.",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",07/09/09 12:44 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","is excited for being able to spot the Summer Triangle. Not to be confused with the Bermuda Triangle.",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",06/17/09 09:04 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","is excited about making a chocolate mousse torte. :)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",07/11/09 09:40 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","is now addicted to Mafia Wars. Thanks *PROPNAME*!",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",07/31/09 01:04 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Strawberries make everything better :)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",09/17/09 07:23 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Mono is no fun :(",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",09/12/09 09:47 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","is looking forward to *PROPNAME* tonight.",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",10/09/09 05:47 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","is quickly learning that when making a French dish to be prepared to pour whole bottles of wine into the sauce lol",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",10/12/09 05:06 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","I <3 House of Pies! :D",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",10/08/09 02:25 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Happy National Coming Out Day!",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",10/11/09 07:41 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","This Coq au Vin recipe calls for 2 full bottles of wine to go into the sauce. Gotta love the French! :)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",09/27/09 02:22 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","http:////www.youtube.com//watch?v=RTPpbHueNJ4",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",10/23/09 02:44 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","I made my first bouquet garni today :).",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",10/14/09 11:18 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Undecided about seeing ""The Fourth Kind"" after reading a ton of horrible reviews on it...",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",11/05/09 01:01 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","is such a Gleek.",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",11/15/09 01:08 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Mag-usap tayo sa Tagalog!",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",11/16/09 07:07 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","I <3 *PROPNAME*!",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",10/30/09 05:10 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","saw a homeless guy on the side of the road holding up a sign that said ""Why Lie, Need Beer"". Picture to be uploaded soon!",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",11/02/09 03:59 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","It's snowing in Houston!",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/04/09 04:57 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Very disappointed that the NY legislature voted against legalizing gay marriage.",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/02/09 10:29 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Ice skating in Houston = Melted ice and rain...still fun however :)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",11/30/09 04:24 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Excited about seeing the Nutcracker tomorrow :)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/03/09 02:42 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","It is so heartbreaking watching a loved one deal with the progression of Parkinson's disease :(",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/03/09 04:01 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","I've got yellow fever! :p",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",10/08/09 10:09 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","It's projected to snow 3-5 inches tomorrow in Houston! :)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/04/09 06:09 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","A good friend passed away suddenly this morning. Keeping her in my thoughts.",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",11/04/09 03:33 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Houston, the fourth largest city in the U.S., has elected its first openly gay mayor *PROPNAME* :)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/13/09 04:51 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Why does Facebook think I speak Dutch?",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/12/09 10:10 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","""It is no measure of health to be well adjusted to a profoundly sick society."" -*PROPNAME*",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/17/09 01:06 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","is enjoying talking to random people on omegle.com",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",11/17/09 05:23 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","enjoyed looking at $110,000 pianos with *PROPNAME* yesterday :)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/14/09 07:24 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","I hope everyone had a wonderful Thanksgiving!",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",11/27/09 08:54 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Saw avatar in 3D, it was awesome! Go see it everyone :)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/21/09 04:40 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Nothing quite like going to the park and seeing a vulture munch on a gutted squirrel, turn to look at you, and precede to empty its bowels with a loud *squirt*",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/05/09 11:58 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","About to make a triple layer chocolate mousse torte for tomorrow :)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",11/25/09 10:54 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","""The whole purpose of religion is to facilitate love and compassion, patience, tolerance, humility, forgiveness."" --H.H. the Dalai Lama",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/15/09 09:04 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Note to self: NEVER try to make candy canes or any other hard sugar candy without at least 2 other people around to immediate shape the candy and clean it off the dishes before it hardens. Otherwise, it will be stuck on everything and take repeated re-heating and scraping to get it off :(",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/23/09 08:26 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Merry Christmas everyone :)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/25/09 02:21 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Mexico City legalized gay marriage and adoptions! =)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/23/09 09:48 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","""On the sixth day, God created man. On the seventh day, man returned the favor.""",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/27/09 06:13 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Happy New Year!",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",01/01/09 07:18 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Home alone on TV :)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/26/09 06:44 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","""Love and compassion are necessities, not luxuries. Without them humanity cannot survive"" - Dalai Lama",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",12/21/09 12:28 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","If I can stop one heart from breaking, I shall not live in vain; If I can ease one life the aching, Or cool one pain, Or help one fainting robin, Unto his nest again, I shall not live in vain. - *PROPNAME*",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",01/04/10 09:06 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Cheesecake turned out amazing! Almost as fun to eat as it was to make :)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",09/05/09 02:40 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Keeping the people of Haiti in my thoughts",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",01/13/10 07:05 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Memento is a trippy movie!",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",01/26/10 09:45 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Looking forward to going up in a hot air balloon above Discovery Green :-)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",01/26/10 07:28 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Starbuck's Caramel Apple Spice = <3",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",01/31/10 11:01 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","watched the movie 'Saved' this weekend and loved it!",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",10/11/09 12:48 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","""If you wish to make an apple pie truly from scratch, you must first invent the universe."" - *PROPNAME*",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",01/30/10 11:38 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Sometimes I think the surest sign that intelligent life exists elsewhere in the universe is that none of it has tried to contact us. -- *PROPNAME*",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",02/02/10 09:44 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","*PROPNAME*'s cheesecake shake makes me happy :-)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",02/09/10 05:35 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","""Nature and nature's laws lay hid in the night. God said, Let *PROPNAME* be! and all was light!"" - *PROPNAME*",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",01/15/10 11:52 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","Had a great birthday dinner at Carraba's with family :-)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",02/11/10 03:37 AM,307,42793.6,91.7,0.04,45225,0.48,0.23
"f80644859abfbc92e9a92072c2dc50fa","My new favorite word is Weltanschauung :-)",2.10,3.00,3.90,4.15,4.80,"n","y","y","y","y",02/14/10 12:26 PM,307,42793.6,91.7,0.04,45225,0.48,0.23
"6f2bebc01062eb8334dccba3e048fdb5","cage match: nyquil versus summer cold. ONE NIGHT ONLY! who will be victorious?",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/18/09 05:50 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","excited for the wilco show tomorrow!",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/27/09 04:34 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","would like to thank everyone for the birthday wishes and death threats it means alot",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/17/09 02:23 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","i better pay the library 3.60 or the man is coming to my house",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/16/09 03:09 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","framed roger rabbit",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/24/09 02:21 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","great victory over the cold",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/19/09 02:33 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","is almost 26!",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/17/09 05:23 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","taking the Friday train to weekend town",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/26/09 02:20 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","survived the fair it was a good time",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/02/09 06:37 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","WILCO OR BUST YEEHAW!!1!!11",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/27/09 10:02 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","preparing for another day of boiling",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/28/09 04:37 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","is enjoying some tahoe sunshine",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/05/09 08:41 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","is off to dreamland",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/21/09 06:11 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","Tahoe, Here we come!",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/02/09 02:40 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","had a great weekend thanks to everyone who showed for the terrible t-shirt party",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/22/09 01:15 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","GI JOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOE!",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",08/08/09 03:15 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","the spice exists in all of us",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/07/09 10:23 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","is convinced that work causes gradually increasing brain damage to the point that at 5:00PM he is unable to form complete sentences or recognize faces.",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/09/09 04:26 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","The King of Pop is dead. :(",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/25/09 10:26 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","Lakers: Raised to the 5th Power",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/14/09 04:24 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","Happy 4th of July People!",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/04/09 03:35 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","sacrificial furniture pit out side of my house. If anyone wants a dresser, couch, or portable AC unit. Stop by the palace in petaluma",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/12/09 12:38 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","is playing real life tetris with moving boxes",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/15/09 05:04 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","MOVERAMA! part 5: Our intrepid heroes are beset on all sides by tragedy as the movers have backed the truck into a car. Will our courageous cast live to see Novato, or will their new living quarters be the Marin County Home for The Destitute and Ill-At-He",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/18/09 07:57 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","patch//paint//spackle attack",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/26/09 11:27 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","pack up the boxes, move the boxes, unpack the boxes, live out of boxes, box the boxes. BOX BOX WR#T%R$TY%RYHtg!@##$$#",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/21/09 02:13 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","as the laziest man on earth, moving makes me sad.",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/14/09 04:07 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","hide away!",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/23/09 12:37 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","loves summer evenings",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/08/09 02:48 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","after along sleepless week, I am pulling my old man card and going to bed before 12:00 on a Friday nights. Now if I can just find my dentures and cane",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/25/09 06:25 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","dinner with *PROPNAME*!",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",08/02/09 11:45 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","MOVERAMA! part four: My floor is my bed, my dresser is in the garage, and I have set fire to all non essentials. Now comes periods of existential dread and sheer ecstasy as my house collapses in on itself",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/17/09 05:39 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","looking forward to checking *PROPNAME* out of the the post-bar mental institution. Congrats to all you bar -takers out there!",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",08/01/09 05:12 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","well i am confident i got more spackle and paint on myself than the wall, but we both do look fabulous!",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/28/09 03:05 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","Dedicate yourself to the good you deserve and desire for yourself. Give yourself peace of mind. You deserve to be happy. You deserve delight. *PROPNAME*",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",08/04/09 03:08 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","phish at shoreline tonight",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",08/05/09 08:31 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","Lakers can haz championship!",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/15/09 04:25 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","The King of Pop could be dead :(",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/25/09 10:12 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","is baking cookies in his room...because it is an oven",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",06/28/09 06:51 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","just got his marin county library card. Let the nerdery commence!",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/24/09 03:54 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","is Sleepy McSleeperson",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",07/29/09 02:50 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","Compassion alone stands apart from the continuous traffic between good and evil proceeding within us. *PROPNAME*",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",08/03/09 04:24 PM,294,40662.7,95.06,0.03,41888,0.49,0.14
"6f2bebc01062eb8334dccba3e048fdb5","gym=the hurt",4.20,1.55,4.95,3.40,4.65,"y","n","y","n","y",08/04/09 02:00 AM,294,40662.7,95.06,0.03,41888,0.49,0.14
